id,title,company,location,skills,description,seniority
job-3891074608,Data Analyst,Parallel,United States,Excel;Python;SQL;dbt,"Job Details Role Type: Full-TimeLocation: Fully Remote (USA)Reports To: Director of EngineeringSalary: $130k-$160K  About This RoleWe're seeking a dynamic Senior Data Analyst to drive innovation and make a meaningful impact. In this role, you'll collaborate with stakeholders across the company to unlock insights from data, driving operational excellence and enhancing business outcomes. Seize this thrilling opportunity to:Be at the forefront of a data-centric organization, shaping the future of c",Mid
job-3891075521,DevOps Engineer,Insight Global,United States,Python;TypeScript;AWS;CI/CD;Networking,"Title: DevOps EngineerDuration: 6 Months (With likely extensions)Location: RemotePay Rate: $60-68/hr Desired Skills:-3-5+ years of experience as a DevOps software engineer working heavily within an AWS Infrastructure-Experience with IT best practices in security including up to date patching, working with 0 day bugs, and understanding of both manual and automated patches-Experience setting up AWS CICD pipelines using Infrastructure as a Service (IAAS) in typescript-Experience deploying in Amazon",Mid
job-3891075905,Analytics Engineer,Torch,United States,Excel;Statistics;Python;SQL;Airflow;Git;dbt;Data Modeling,"OUR MISSIONAt Torch, we believe in the power of people. People are the heart of every success story. They collaborate to achieve ambitious things together. And they inspire others to build a better future.  That’s why our mission at Torch is to unlock the potential of people, teams, and organizations. We believe that trusted relationships are the key to helping people realize their full potential. When people experience transformational growth in the context of a trusted relationship, they achie",Mid
job-3891076501,Full Stack Developer,Carman Solutions Group,"Atlanta, GA",SQL;Java;JavaScript;HTML;MySQL;Agile;Performance Tuning,"The ideal candidate will be familiar with the full software design life cycle. They should have experience in designing, coding, testing and consistently managing applications They should be comfortable coding in a number of languages and have an ability to test code in order to maintain high-quality code.  ResponsibilitiesDesign, code, test and manage various applicationsCollaborate with engineering team and product team to establish best productsFollow outlined standards of quality related to",Mid
job-3891076521,Data Analyst,Optomi,United States,Excel;Tableau;SQL;Monitoring;Communication,"Job Description Optomi Professional Services, in partnership with a leading tire distributor, is seeking a Data Analyst to join their team! The Data Analyst will work closely with the Supply Chain team to help identify exceptions and uncover insights from large transactional datasets. This role requires strong analytical problem-solving skills to help establish routine reporting, conduct root cause analysis, and continuously improve data quality and processes. Responsibilities:Analyze daily tran",Mid
job-3891076847,QA Engineer,Ebyte Technologies Inc,"Texas, United States",Java;AWS;GCP;CI/CD;Selenium;Test Automation;Agile;Communication,"Role: The SAP Ariba Buyer QA Engineer6 month Plus Location: Remote Client- ecommerce industry  Job Description: We are looking for a knowledgeable and experienced SAP Ariba Buyer QA Engineer to join our team. The successful candidate will work on the design and implementation of a reusable approach to Ariba Buyer Test Automation, develop and execute Ariba Buyer Test Cases, and provide guidance to the team on adopting Ariba Buyer Test Automation technologies and techniques. Responsibilities:- Des",Mid
job-3891077051,Mobile Developer (Android),ektello,"Warren, MI",System Design;Python;Java;Git;Linux;Agile;Communication,"Local candidates only please, no C2C considered.Must have in-car experience  Infotainment Developer• Contribute as system level engineer to build, integrate, and optimize security-related Linux and Android components into an RTOS based infotainment solution for automotive consumer devices• Be responsible for the entire life cycle of the security domain, including requirements, system design, development, deployment, and maintenance of the infotainment software• Participate in the design of a bes",Mid
job-3891077145,Backend Developer,InfoObjects Inc.,"New York, NY",Python;SQL;Java,"Back-end Engineer (Chinese speaker) – Midtown, NY (Local Only Onsite)Location:- 1045 6th Ave, New York, NY 10018, United StatesJob Description:Support data and credit analytics teamKnowledge of logic and algorithms, relational database / SQLAt the minimum one coding language that could be either : C++, Java, PythonBackend: SQL (any kind is fine) – must have3 round interview. 2 will be hard coding roles5x a week in office (Midtown NY office)Team Size: 6 peopleDuration: Open (usually 6+ months)· L",Mid
job-3891078177,DevOps Engineer,Radiant Systems Inc,"New York, NY",Python;GCP;Docker;Git;CI/CD;Terraform;Communication,"Description: Intake Call: Cloud Developer III – Dev Ops Engineer LRLGJP00007815Capacity: 3 days in office, 2 days work from home – would be flexible for the ideal candidate. Must be ESTInterview: 2-3 maxDay In Life:• New role and still developing• Building critical infrastructure• Very hands on with development team• Building operation side of dev ops• CICD pipeline management –• Cloud infrastructure• Involved in helping scaffold performance and testing at the infrastructure levels• Build a more",Mid
job-3891078241,Backend Developer,Freedom Mortgage,United States,SQL;Java;JavaScript;TypeScript;HTML;CSS;AWS;Git;Agile,"SummaryFreedom Mortgage Corporation is one of America’s largest privately held mortgage companies whose mission is to help enable our customers to realize the American dream of home ownership. At Freedom Mortgage, while we relentlessly work towards that commitment to foster homeownership for everyone, at the same time we are razor focused with providing the best digital experience for our customers. We realize in this day and age, in addition to being able to receive outstanding voice service, i",Mid
job-3891078258,Mobile Developer (iOS),Global Data Tek Inc,"New Jersey, United States",APIs;Git;Swift;Communication,"We are seeking a talented iOS Developer to embark on a unique opportunity that combines a 3-month intensive training program with subsequent deployment on projects for our esteemed clients across the United States. As an iOS Developer, you will undergo comprehensive training to master the intricacies of iOS app development before applying your skills to deliver high-quality solutions for our top-tier clients.Key Responsibilities:1.Training Phase:Engage in a rigorous 3-month training program tail",Mid
job-3891079096,QA Engineer,"The Structures Company, LLC","Santa Cruz, CA",Excel;Git;Prototyping;Communication,"The Structures Company is seeking a Senior Test Engineer (Composite Aircraft Structures) in Santa Cruz, CA. 100% onsite in Santa Cruz, CAUS Person requiredNo C2C Job Overview: Working as a Structural Test Engineer, you will support the Testing Team. As part of this team you will perform structural testing of flight critical structures for VTOL electric aircraft. Workingin our structural test lab facility, the structural test engineer will prepare test procedures,assemble test setups, execute tes",Mid
job-3891079180,DevOps Engineer,Akkodis,"New York, NY",Python;GCP;Docker;Terraform,"Akkodis is seeking a DevOps Engineer for a contract position in New York NY (Hybrid).  Pay Range: $80 - $85/hour;The rate may be negotiable based on experience, education, geographic location, and other factors. Ideal Candidate:Really understand GCP and has worked on GCP for quite a while - 5+ YOETerritory of Dev Ops - Expert level - can anticipate upcoming issues and challenge and respond proactivelySolution architecture,IaC,Terraform, Docker, programming (python)Certifications appreciated    E",Mid
job-3891079345,DevOps Engineer,Perfict,"Austin, TX",Excel;Python;Java;Airflow;AWS;Docker;Kubernetes;Git;CI/CD,"About Us:Perfict Global is a leading IT consulting services provider focused on providing innovative and successful business workforce solutions to Fortune 500 companies. Our trained and experienced professionals constantly strive to bring together the best technologies available to manage client's complex business and technology, participate in implementation activities and collaborate in new ways to meet client needs. We provide excellent benefits such as Medical, Dental, Vision ++ a fun compa",Mid
job-3891080139,UI/UX Designer,"Baanyan Software Services, Inc.","Edison, NJ",Excel;Java;JavaScript;HTML;CSS;Agile;User Research;Figma;Prototyping,Job Title:- UI/UX Designer on W2Role:- Only W2 no C2CLocation:- ready to relocate anywhere in USA(NY or NJ)Visa:- GC and Citizens OnlyRate:- 75k to 100k (as per market standards)  Position Overview:We are seeking a talented UI/UX Designer to join our dynamic team. The ideal candidate will have a strong understanding of user-centered design principles and a passion for creating intuitive and visually appealing interfaces. You will work closely with our product development team to design and proto,Mid
job-3891083396,Cloud Engineer,ATR International,San Diego Metropolitan Area,Python;SQL;AWS;PostgreSQL;Communication,"We are seeking a Engineer for a very important client. Job Description:  Principal Duties and Responsibilities:• Applies Software knowledge to assist and support the design, development, creation, modification, and validation of embedded and cloud edge software, applications, and/or specialized utility programs.• Analyzes user needs and software requirements.• Designs and implements small software features for products and systems.• Participates in the design, coding for small features, unit tes",Mid
job-3891088779,Database Administrator,W3Global,"Winston-Salem, NC",Excel;Linux;Monitoring;Performance Tuning;Communication,"Description  Provide Shift and non-shift support for Oracle E-Business Suite, Oracle production, test and Development Instances.Meet service level agreements for production support response and resolution.Troubleshoot and tune Oracle E-Business and Non-ERP Oracle Databases. Contribute to technical performance analysis and enhancementUtilize Change Management controls to implement Code changes in Production and non-Production instances.Utilize core database skills to maintain key processes like a",Mid
job-3891088945,ML Engineer,"Teaching Strategies, LLC","Bethesda, MD",PyTorch;Python;Spark;Airflow;AWS;Kubernetes;Machine Learning;Git;CI/CD;Monitoring,"Be a Part of our Team!  Join a working family that is dedicated to the mission of the work we do!  Teaching Strategies is an innovative edtech organization focused on connecting teachers, children, and families. As front runners in the early childhood education market, we build dynamic, top-quality digital products that integrate all of the essential elements of a high-quality solution: curriculum, assessment, professional development, and family engagement. We are building a team of results-ori",Mid
job-3891089761,Mobile Developer (Android),Experis,"Blue Ash, OH",Git;Kotlin;Communication,"Our client in the retail industry is seeking a Lead Android Developer to join their team.   Job Title: Lead Android Developer    Location: Hub Cities (Charlotte NC, Cincinnati OH, Boca Raton FL, Chicago IL, Portland OR.    Pay Range: $80/hour on W2    What’s the Job?    Complete code reviews. Ensure that company standards are being adhered to.  Ensure that education/code improvements are completed as part of the code review process and share within the team.  Follow defined branching strategies.",Mid
job-3891090725,Database Administrator,System Soft Technologies,"Philadelphia, PA",Linux;Monitoring;Performance Tuning,"Job Description  Oracle Database Administrator (Oracle/MariaDB)  Philadelphia, PA (Hybrid, 3 days/week on-site)  Relocation options (current city/state of residence required on all resumes)  Our Database Administration team is currently seeking an Oracle/MariaDB Database Administrator to join our team! You will leverage your current knowledge of relational database to ensure stability and scalability of our enterprise database platform.   Scalability - This opportunity offers exposure to our hi",Junior
job-3891093340,Data Analyst,Experity,"Atlanta, GA",Excel;Tableau;SQL;Communication,"Experity is the leading software and services company for on-demand healthcare in the U.S. We provide software solutions that remove complexities and simplify operations for 5700+ urgent care clinics across the country. We create, maintain, and support products to facilitate the complete on-demand healthcare experience: from patients finding clinics and making appointments, to checking in, to clinical documentation, and to the final bill paid by the patient. Our team is committed to changing hea",Junior
job-3891093366,Database Administrator,ASRC Federal,"Sterling, VA",Excel;SQL;Linux;Monitoring;Communication,"ASRC Federal is seeking a Senior Database Administrator to work with our IT Team in support of our contract with the Drug Enforcement Agency's Diversion Control Division.  Summary: Under general direction, the Senior Database Administrator will design, implement, and maintain complex databases, access methods, access time, device allocation, validation checks, organization, protection, security, documentation, and statistical methods. He/she will provide maintenance of database dictionaries, ove",Mid
job-3891246948,Frontend Developer,Apex Systems,United States,Excel;SQL;Java;JavaScript;CSS;Agile;Communication,"Looking Junior Front End Developer with 2-3 years of professional working experiece.Location: Remote, some light travel. Must be eligible to work in the United States and capable of obtaining a U.S. Security Clearance. No sponsorship will be provided.Employment Type: Full-Time, Salary Band: $70,000 - $115,000Required Technical Skills:Proficiency in Angular v.13, JavaScript, CSS, SASSExperience with Websockets and WebRTCStrong knowledge of MSSQLProfessional Experience:Must have prior experience w",Mid
job-3891251524,Cloud Engineer,Penske Logistics,"Beachwood, OH",Excel;Kubernetes;Agile,"The Senior Cloud Engineer will manage, implement, maintain and support the Enterprise level Cloud based systems and development activities. Would coordinate and collaborate with the different Cloud based projects across the organization.  Qualified candidates for this role will have at least 7-10 years of experience designing and implementing Cloud based solutions to organizations with at least 3-5 years of experience leading and managing those projects. Azure Cloud Certifications preferred.  Lo",Mid
job-3891252410,Backend Developer,Apex Systems,United States,Excel;SQL;MySQL;Agile;Communication,"Position: Mid Level .NET Core Backend DeveloperLocation: Remote (Candidates must reside in the United States and be open to light travel)Employment Type: Full-Time, Salary between $80,000 - $125,000Required Technical Skills:Proficiency in C# and .NET Core frameworkExperience with WebSockets and SignalRStrong knowledge of MySQLProfessional Experience:3-5 years of professional development experienceMust have prior experience working in an agile/scrum environmentGovernment sector experience is high",Mid
job-3891264848,Full Stack Developer,Outpay,United States,SQL;Java;JavaScript;TypeScript;React;Node.js;CSS;AWS;Docker;Kubernetes;PostgreSQL;Git;CI/CD;Terraform;Kotlin,"JOIN US IN BUILDING SOMETHING GREAT. Hi, we’re Outpay, the fastest and safest way to order & pay at bars, restaurants and hotels. We make those point-of-sales (POS) handhelds (both the hardware and the software) that waiters use to take your order and collect payment tableside – so you don’t have to wait forever. We’re a small team of serial entrepreneurs with a few successful exits under our belts. Outpay is backed by strategic investors across multiple industries and partners from top seed-sta",Mid
job-3891267064,Platform Engineer,Perficient,United States,Excel;Python;SQL;AWS;Docker;Kubernetes;Git;CI/CD;Terraform;Communication,"Job Description  We currently have a career opportunity for a Lead AWS Platform Engineer. While our headquarters location is St. Louis, MO, this position is remote and can be based anywhere within the United States and will be working EST zones.  Perficient is always looking for the best and brightest talent and we need you! We’re a quickly-growing, global digital consulting leader, and we’re transforming the world’s largest enterprises and biggest brands. You’ll work with the latest technologie",Mid
job-3891269635,Frontend Developer,United Wholesale Mortgage,"Pontiac, MI",APIs;Java;JavaScript;React;HTML;CSS;Communication,"As a Senior (Sr.) UI Developer, you will be a driving force in shaping the UI architecture and strategy for our company's projects. Your extensive experience in UI design and development will be leveraged to create exceptional user experiences and mentor less experienced team members. You will collaborate with stakeholders, provide technical expertise, and contribute to the continuous improvement of our UI development processes.  What You Will Be Doing   Lead and oversee the end-to-end UI design",Junior
job-3891274723,Full Stack Developer,Cloudbeds,"Florida, United States",Java;JavaScript;TypeScript;React;AWS;Git;CI/CD;Terraform;Networking;Agile,"Cloudbeds provides the platform that powers hospitality, driving streamlined operations, increasing reservations and revenue, and enabling memorable guest experiences for lodging businesses of all sizes and types. Named the No. 1 PMS and No. 1 Hotel Management System by Hotel Tech Report in 2022, Cloudbeds is trusted by properties across the globe for its award-winning front desk, revenue, distribution, guest acquisition and guest engagement solutions seamlessly combined in a single unified syst",Mid
job-3891275715,Full Stack Developer,Cloudbeds,"Florida, United States",Java;JavaScript;TypeScript;React;AWS;Git;CI/CD;Terraform;Networking;Agile,"Cloudbeds provides the platform that powers hospitality, driving streamlined operations, increasing reservations and revenue, and enabling memorable guest experiences for lodging businesses of all sizes and types. Named the No. 1 PMS and No. 1 Hotel Management System by Hotel Tech Report in 2022, Cloudbeds is trusted by properties across the globe for its award-winning front desk, revenue, distribution, guest acquisition and guest engagement solutions seamlessly combined in a single unified syst",Mid
job-3891275716,Full Stack Developer,Cloudbeds,"Florida, United States",Java;JavaScript;TypeScript;React;AWS;Git;CI/CD;Terraform;Networking;Agile,"Cloudbeds provides the platform that powers hospitality, driving streamlined operations, increasing reservations and revenue, and enabling memorable guest experiences for lodging businesses of all sizes and types. Named the No. 1 PMS and No. 1 Hotel Management System by Hotel Tech Report in 2022, Cloudbeds is trusted by properties across the globe for its award-winning front desk, revenue, distribution, guest acquisition and guest engagement solutions seamlessly combined in a single unified syst",Mid
job-3891276331,Cloud Engineer,Piper Companies,"Quantico, VA",Excel;Tableau;Python;SQL;HTML;AWS;PostgreSQL;Agile;Communication,"Zachary Piper Solutions is seeking a BI Cloud Engineer to support the FBI’s ongoing data modernization program in the following locations: Chantilly, VA, Washington D.C., Quantico, VA, and Huntsville, AL. We are seeking a cloud engineer who is proficient with business intelligence tools to assist with the transfer of the existing on prem intelligence application to the AWS cloud.  ﻿Clearance: Active Top Secret Clearance  Location: Washington, D.C., Chantilly, VA, Quantico, VA, Huntsville, AL  Re",Junior
job-3891276691,Full Stack Developer,Cloudbeds,"Massachusetts, United States",Java;JavaScript;TypeScript;React;AWS;Git;CI/CD;Terraform;Networking;Agile,"Cloudbeds provides the platform that powers hospitality, driving streamlined operations, increasing reservations and revenue, and enabling memorable guest experiences for lodging businesses of all sizes and types. Named the No. 1 PMS and No. 1 Hotel Management System by Hotel Tech Report in 2022, Cloudbeds is trusted by properties across the globe for its award-winning front desk, revenue, distribution, guest acquisition and guest engagement solutions seamlessly combined in a single unified syst",Mid
job-3891276702,Data Analyst,Ocado Group,"Monroe, MI",Excel;Tableau;Python;SQL;Communication,"Senior Data Analyst, Ocado Solutions  Note: This job is hybrid, and based out of Cincinnati, Ohio  “We are on a mission to transform the future of grocery retail through sustained technology innovation.”  Ocado Group is putting the world’s retailers online using the cloud, robotics, AI, and IoT. We develop the innovative software and hardware systems that power Ocado.com, the world’s largest online-only grocery retailer as well as the global ‘Ocado Smart Platform’. With everything from websites",Mid
job-3891277644,Cloud Engineer,Cox Communications,"Raleigh, NC",Excel;Networking;Communication,"RapidScale, a COX Business Company, is one of the fastest growing Cloud Computing companies in the industry. Based in Raleigh, NC, the company has a solid track record of delivering world class products and services to our customers located throughout the country and around the globe. RapidScale is seen as a leader in desktop virtualization with marked success in application virtualization. The company also provides Infrastructure as a Service (IaaS), and Disaster Recovery as a Service (DRaaS) s",Mid
job-3891278283,Mobile Developer (iOS),Discover Financial Services,"Riverwoods, IL",Java;JavaScript;React;AWS;Git;Swift;Xcode,"Discover. A brighter future.  With us, you’ll do meaningful work from Day 1. Our collaborative culture is built on three core behaviors: We Play to Win, We Get Better Every Day & We Succeed Together. And we mean it — we want you to grow and make a difference at one of the world's leading digital banking and payments companies. We value what makes you unique so that you have an opportunity to shine.  Come build your future, while being the reason millions of people find a brighter financial futur",Mid
job-3891280358,Full Stack Developer,Cloudbeds,"North Carolina, United States",Java;JavaScript;TypeScript;React;AWS;Git;CI/CD;Terraform;Networking;Agile,"Cloudbeds provides the platform that powers hospitality, driving streamlined operations, increasing reservations and revenue, and enabling memorable guest experiences for lodging businesses of all sizes and types. Named the No. 1 PMS and No. 1 Hotel Management System by Hotel Tech Report in 2022, Cloudbeds is trusted by properties across the globe for its award-winning front desk, revenue, distribution, guest acquisition and guest engagement solutions seamlessly combined in a single unified syst",Mid
job-3891281059,Full Stack Developer,Cloudbeds,"North Carolina, United States",Java;JavaScript;TypeScript;React;AWS;Git;CI/CD;Terraform;Networking;Agile,"Cloudbeds provides the platform that powers hospitality, driving streamlined operations, increasing reservations and revenue, and enabling memorable guest experiences for lodging businesses of all sizes and types. Named the No. 1 PMS and No. 1 Hotel Management System by Hotel Tech Report in 2022, Cloudbeds is trusted by properties across the globe for its award-winning front desk, revenue, distribution, guest acquisition and guest engagement solutions seamlessly combined in a single unified syst",Mid
job-3891282224,Platform Engineer,Marqeta,United States,Python;Java;AWS;Kubernetes;CI/CD;Terraform,"Marqeta is on a mission to change the way money moves. We’re one of the earliest enablers of embedded finance, a market opportunity sized up in the trillions. Our card issuing platform provides unprecedented flexibility and control for companies to issue cards, authorize transactions, and manage payment operations in real time. Marqeta is powering the most well known brands in the new economy (Block, Cash App, Affirm, Instacart, Doordash, Uber, Walmart, etc). Today nearly 8 out of 10 Americans u",Mid
job-3891298644,Full Stack Developer,Owlery,San Francisco Bay Area,Excel;TypeScript;Mongodb;Communication,"Company DescriptionOwlery.ai is a fast and flexible logistics platform based in the San Francisco Bay Area. We are dedicated to connecting and centralizing various parts of the supply chain for our clients. With easily configurable features and benefits, Owlery provides a custom-built experience to streamline your team's operations and increase efficiency. Our founding team has collectively decades of experience in supply chain tech. We are backed by prominent investors passionate about solving",Mid
job-3891800645,ML Engineer,Mainz Brady Group,"Seattle, WA",Excel;Statistics;Python;SQL;Java;Spark;Machine Learning,"Machine Learning Engineer – 2-year Contract – Hybrid, Seattle Washington – W2 ONLY, NO C2C  We are looking for a Machine Learning Engineer to lead innovation in advertising, focusing on inventory forecasting, planning, pricing, targeting, and ad delivery optimization. Collaborate with cross-functional teams to invent and implement solutions to complex ad-related challenges, driving continuous improvement in business effectiveness.  Responsibilities:  Drive innovation in advertising through the a",Junior
job-3891801337,QA Engineer,ParentSquare,"Santa Barbara, CA",Excel;AWS;Test Automation;Communication,"Who we areParentSquare is a rapidly growing Santa Barbara-based company that’s changing the way schools and parents communicate every day. Sound simple? We strive to keep it that way! Our mission is to give schools the power to incredibly enhance family engagement for all students. ParentSquare and RemindHub, our flagship products, serve over 18 million students and drive our mission by providing unified communications tools -forms, sign ups, payments, RSVPs, direct messaging, language translati",Mid
job-3891804948,Cloud Engineer,DC Department of Human Resources,"Long Beach, California, United States",ETL;Statistics;Python;SQL;React;AWS;GCP;CI/CD;Terraform;Monitoring;Networking;Cloud Security;Communication,"There is only one city in the country that can say it is the Nation’s Capital – Washington, D.C. Given that distinction, The Metropolitan Police Department is the premiere law enforcement organization in the city. We receive over 22 million visitors a year, have almost 700,000 residents, and 21,000 private business. The Department consists of more than 4,200 members: approximately 3,550 sworn members and over 650 civilian employees. We are one of the most diverse and highly trained departments i",Junior
job-3891820108,QA Engineer,"Cascade Engineering Services, Inc.","Redmond, WA",Excel;Networking;Communication,"Please only apply if you have a background in Electrical or Mechanical Engineering/any related field. No software applicants.  Basic Qualifications   Associate degree in Electrical or Mechanical Engineering, or a related field. A bachelor's degree is preferred. 2+ years of hands-on experience working in a reliability and/or manufacturing test environment. Excellent verbal and written communication skills, with an ability to present complex technical information in a clear manner.  Requirements",Junior
job-3893246261,ML Engineer,Stefanini North America and APAC,"Dearborn, MI",Excel;TensorFlow;PyTorch;MLOps;Python;Airflow;GCP;Docker;Kubernetes;Machine Learning;CI/CD;Terraform;Agile;Communication,"Job Details:Looking for a Machine Learning Engineer focused on building and driving the strategy forward for our internal Data Science / AI/ML platform. Collaborate directly and continuously with other engineers, business partners, product managers and designers, and will release early and often. The team you will be working on is focused on building Mach1ML platform - an AI/ML enablement platform to democratize Machine Learning across enterprises (like Uber's Michelangelo, Facebook's FBLearner,",Mid
job-3893511187,Full Stack Developer,HYPR | The Identity Assurance Company,United States,Excel;Python;SQL;Java;React;AWS;MySQL;Git;Linux;Kotlin;Xcode;Agile;Communication,"HYPR, the Identity Assurance Company, helps organizations create trust in the identity lifecycle. We are a community of bold thinkers and energetic doers who imagined a brand new approach to identity security and, at the same time, are eliminating a pervasive and persistent 60-year old problem – the password. Since being founded in 2014, the company has grown to be the premium provider of authentication security to marquee brands around the globe and are quickly becoming the recognized leader in",Mid
job-3894205670,Database Administrator,"Navitas Partners, LLC","Tallahassee, FL",SQL;Java;JavaScript;CSS;Git;Agile;Performance Tuning;Communication,"Title: Application Development AnalystLocation: Tallahassee, FL 32399Project Duration: 12 Months Position Summary:Collaborate with a team to integrate in-house applications with a new statewide system (PALM).Focus on a specific division's applications but may be assigned others as needed. Key Responsibilities:Maintain, enhance, and support various agency business applications.Assist in documenting program requirements and user needs.Analyze existing databases and write scripts to migrate data.Ma",Mid
job-3894208912,Full Stack Developer,Saransh Inc,"Chicago, IL",APIs;Excel;SQL;Java;AWS;Docker;Kubernetes;Mongodb;PostgreSQL;MySQL;Git;CI/CD;Agile;Communication,"Job Summary: The Java Developer will be responsible for designing, developing, and maintaining high-quality software applications using Java, Spring Boot, Spring Batch, Kafka, and AWS cloud services. The ideal candidate will have a strong background in Java development, microservices architecture, and cloud computing.Key Responsibilities:1. Design, develop, and deploy Java-based applications using Spring Boot, Spring Batch, and other related frameworks.2. Implement and maintain event-driven arch",Mid
job-3894209277,Analytics Engineer,USAA,"San Antonio, TX",Excel;Tableau;Python;SQL;Product Strategy;Data Modeling,"Why USAA?  Let’s do something that really matters.  At USAA, we have an important mission: facilitating the financial security of millions of U.S. military members and their families. Not all of our employees served in our nation’s military, but we all share in the mission to give back to those who did. We’re working as one to build a great experience and make a real impact for our members.  We believe in our core values of honesty, integrity, loyalty and service. They’re what guides everything",Mid
job-3894209906,Data Analyst,Tier4 Group,"Atlanta, GA",Excel;SQL;Monitoring,"Join a growing team accomplishing big things and preparing the business for explosive growth! We are searching for an individual who is obsessed with data and who comes from a unique combination of an actuarial career turned Business Intelligence/ Data guru. On top of a fantastic working environment, you can expect top notch benefits including 4 weeks of vacation, an industry-leading 401k match, free parking, a pay-for-performance culture which includes both short term bonuses and long term ince",Mid
job-3894211492,Database Administrator,"GROM Associates, Inc.","Kansas City, MO",ETL;SQL;Java,"Job Title: Technical Lead - SQL DBA & DevelopmentLocation: Kansas CIty, MissouriStart Date: ASAPDuration: 4-6 month initial commitment w/likely extensionDescription:GROM’s direct customer is seeking a SQL DBA lead consultant with 9+ years of experience for an immediate contract opportunity. The individual selected for this position will lead a small team to deliver SQL database administration and SQL application development. The selected candidate will have demonstrated lead experience where the",Mid
job-3894218328,Data Analyst,"Delta System & Software, Inc.","Chesterfield, VA",Excel;Statistics;Python;SQL,"Position: Data AnalystLocation: Chesterfield, VA 23235 (ON-SITE)Duration: Long Term Client is seeking a skilled Data Analyst to join our team and play a crucial role in the Data Migration project for the Law Enforcement Administration Management System (LEAMS) with the Virginia State Police. As a Data Analyst, you will be responsible for assessing complex data systems and programs, supporting ad-hoc and standing management or customer requests related to data migration. Responsibilities:with int",Mid
job-3894244534,Database Administrator,Visionary Innovative Technology Solutions LLC,"Denver, CO",Python;AWS;Performance Tuning,"Position: Cassandra DBA Location: Hybrid in Denver CO Duration: 6+ Month Job Description: Top 3 Requirements- Minimum 3+ years experienced Cassandra DBA to manage and maintain mission-critical Cassandra database clusters. The ideal candidate will have extensive hands-on experience with Cassandra database administration, performance tuning, backup/recovery, and cluster scaling. - Scripting abilities in languages like Python, Bash, etc. to automate routine DBA tasks - Hands-on experience with Cass",Mid
job-3894271740,Database Administrator,"Navitas Partners, LLC","Tallahassee, FL",SQL;Java;JavaScript;CSS;Git;Agile;Performance Tuning;Communication,"Title: Application Development AnalystLocation: Tallahassee, FL 32399Project Duration: 12 Months Position Summary:Collaborate with a team to integrate in-house applications with a new statewide system (PALM).Focus on a specific division's applications but may be assigned others as needed. Key Responsibilities:Maintain, enhance, and support various agency business applications.Assist in documenting program requirements and user needs.Analyze existing databases and write scripts to migrate data.Ma",Mid
job-3894273088,UI/UX Designer,Ring,"Culver City, CA",Excel;Figma;Communication,"Description  Are you interested in shaping the future of entertainment? Prime Video is re-inventing how customers connect with their favorite shows, teams, and products by combining high-quality live streaming, immersive interactive features, and exclusive access to some of the world's most loved movies, TV series, and live sports. All from a single service available on the web, mobile, and TV in 240+ countries and territories around the world. And we're just getting started.  The Prime Video UX",Senior
job-3894274052,UI/UX Designer,Kyruus Health,United States,Excel;AWS;Agile;Figma;Communication,"At Kyruus Health, our mission is to connect people to the right care, in pursuit of our vision: a better healthcare system- one that's transparent and accessible- where everyone gets the care they need. Our values are at the heart of everything we do:  We care deeply  – We do the right thing even if it’s the harder thing.  We are fiercely driven – We harness our curiosity to pursue continuous improvement and create simple solutions to complex problems.  We lead with respect – We celebrate the in",Mid
job-3894285197,Site Reliability Engineer,Synechron,"New York, NY",Excel;Python;Agile,"Role: Senior Site Reliability EngineerWork Location: New York City, NY Key Responsibilities:Responsible to support and drive operational excellence through observability tools and best practices.Explore tools , capabilities and build Observable solutions aligning to SRE Strategic objectives and Roadmap.Identify and leverage automation via tools integrations and building scripts enabling centralized analysis and analytics solutions.Build relationships with operations, engineering, and Application",Mid
job-3894291123,ML Engineer,Headway Tek Inc,"Irving, TX",Excel;TensorFlow;PyTorch;Python;AWS;GCP;Git;Agile;Communication,"Position :- ML EngineerLocation :- Irving Texas (Day 1 onsite)FTERolesDesign and develop AI/ML applications to solve complex business problems.Collaborate with data scientists and subject matter experts to understand business requirements and translate them into AI/ML solutions.Implement and optimize AI/ML models and create pipelines using programming languages, preferably Python.Conduct data preprocessing, feature engineering, and data exploration to ensure the availability of high-quality data",Mid
job-3894298512,Data Analyst,FedEx Logistics,"La Vergne, TN",Excel;Statistics;SQL;AWS;Communication,"100% onsite role located in LaVergne, TN  Please note that visa sponsorship is not available for this position.  General Summary  The Analyst, Data II is part of a team that shares the responsibility for success and profitability by providing services to our customers which may include: data warehousing, post audits, reporting, carrier bids management, dashboard creation, project management, transportation analysis, application mastery, consulting support, and data analysis. The Data Analyst wor",Mid
job-3894416168,DevOps Engineer,Wipro,"O'Fallon, MO",APIs;Kubernetes;Git;Terraform,"Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients’ most complex digital transformation needs.  We leverage our holistic portfolio of capabilities in consulting, design, engineering, operations, and emerging technologies to help clients realize their boldest ambitions and build future-ready, sustainable businesses.  A company recognized globally for its comprehensive portfolio of",Mid
